Modulo,Proceso,Area,Accion,Problema,Solucion,CausaRaiz,CausaGeneral
"","Listado de Personal","Contratista","Borrar/Eliminar","En el colaborador JAIR RUIZ NUÑEZ con numero de seguro social 16099143535 puede eliminar el archivo de inducción planta cayaco","Problema:
Se solicitó la eliminación del archivo de inducción Planta Cayaco del colaborador Jair Ruiz Núñez, con NSS 16099143535.

Causa:
El archivo de inducción cargado no correspondía o requería ser eliminado para mantener la información correcta y actualizada en el perfil del colaborador.

Solución:
Ya se realizó la eliminación del archivo solicitado, por lo que el perfil del colaborador se encuentra listo para que pueda cargar la información correcta en caso de ser necesario.","Eliminación/Baja",""
"","Documentación General","Contratista","Borrar/Eliminar","buenas tardes, podrían eliminar los archivos adjuntos de Ascencio Cayetano Quinto con NSS 92937602412, ya que se subió información de otra persona por error..","Problema:
Se solicitó la eliminación de los archivos adjuntos del colaborador Ascencio Cayetano Quinto, con NSS 92937602412, debido a que se cargó información que no correspondía al colaborador.

Causa:
La documentación adjunta pertenecía a otra persona, por lo que fue necesario retirarla para evitar inconsistencias en la información del perfil.

Solución:
Ya se realizó la eliminación de la documentación solicitada, por lo que ahora puede cargar los archivos correctos del colaborador sin inconvenientes.","Eliminación/Baja",""
"","Listado de Personal","Contratista","Altas/Bajas de personal","SE VA INTEGRAR A TRABAJAR PATRICIA GASCA GASCA CON NSS 25149482439 QUE ANTERIORMENTE ESTABA TRABAJANDO EN OTRA EMPRESA DENTRO DE FEMSA, YA SE SOLICITO SU BAJA CON LA OTRA EMPRESA","Problema:
La colaboradora PATRICIA GASCA GASCA, con NSS 25149482439, no podía ser asociada a su empresa para su integración laboral.

Causa:
La colaboradora se encontraba asociada previamente a otra empresa contratista dentro de FEMSA, lo que impedía su registro con la empresa actual.

Solución:
Ya se realizó la baja de la colaboradora de la empresa anterior, por lo que ya puede darla de alta en su listado de personal y asociarla correctamente a su empresa.","Usuario","Incidencias de Usuario"
"","Listado de Personal","Contratista","Borrar/Eliminar","Borrar TODOS los documentos cargados dentro de TODOS LOS PERFILES para poder subir solo la actualizada","Problema:
Se requería eliminar todos los documentos cargados en todos los perfiles del listado de personal para poder subir únicamente la documentación actualizada.

Causa:
Los documentos previamente cargados correspondían a versiones anteriores, lo que impedía contar únicamente con información vigente dentro de la plataforma.

Solución:
Se realizó la eliminación de los adjuntos de todo su listado de personal, tal como fue solicitado, por lo que ya puede cargar nuevamente su documentación actualizada sin inconvenientes.","Eliminación/Baja",""
"","Alta de proyecto","Contratista","Otro","El número de orden de compra 8331051873 se registra como UO Irapuato cuando la actividad se realizará en UO MEGA IRAPUATO, solicitamos su asesoramiento para que aparezca correcta la unidad operativa","Problema: El contratista registró la OC 8331051873 en ""UO Irapuato"", pero la ubicación correcta es ""UO MEGA IRAPUATO"".

Causa: Error de selección en el catálogo de unidades operativas durante el registro.

Solución: Se realizó la migración manual del proyecto a la unidad operativa correcta en la base de datos.

Acción: El usuario debe presionar F5 para que el proyecto aparezca bajo la etiqueta de MEGA Irapuato y sea visible para los validadores correspondientes.","Datos (información incorrecta)","Incidencias de Usuario"
"","Listado de Personal","Técnico de Seguridad","Accesos (visualización/plataforma)","En el tablero de Informe - Control de Proyectos en el apartado de Listado de colaboradores & Competencias me marca Colaboradores Pendientes (1), cuando ingreso a ese apartado me sale que ya lo aprobé y no permite avanzar con el proceso, adicional en la parte de Validación de alta de proyecto se carga documento en blanco se carga un documento en blanco por lo que se rechaza ese apartado, tiene que ver con que no me permita avanzar? de ser así para poder dar retro al proveedor","Problema: El tablero marca ""1 pendiente"" aunque ya está aprobado, y hay un documento en blanco en la validación inicial.

Causa: Lag en la actualización del contador y error de carga del proveedor (RFC: GUP900611TA8).

Solución: 1. Se forzó la sincronización; el usuario debe dar F5. 2. Flujo de aprobación: Aprobar Alcance → Esperar 1 min → Aprobar Desarrollo.

Acción: Indicar al proveedor que resuba el documento de validación (el actual está vacío).","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Listado de Personal","Contratista","Revisión de información ingresada/sistema","hola, ninguno de estas personas estan dadas de alta en mi listado de personal. NSS26149168853 10179845127 92937602412","Problema:
Los colaboradores con NSS 26149168853, 10179845127 y 92937602412 no se visualizan en el listado de personal del contratista.

Causa:
Los colaboradores se encontraban asociados a otra empresa contratista, por lo que no era posible que aparecieran en el listado de personal de la empresa actual.

Solución:
Se realizó la baja de los colaboradores de la empresa anterior para permitir su correcta asociación. Actualmente, los colaboradores ya se encuentran registrados correctamente.
Se solicita actualizar el módulo para que los cambios se reflejen y puedan visualizarse en su listado de personal.","Duplicidad de registros","Incidencias en Procesos/Administrativos"
"","Listado de Personal","Contratista","Revisión de información ingresada/sistema","El colaborador CARLOS ARTURO SANCHEZ SOTO se muestra con estatus ""no apto"" para actividades no peligrosas. Anteriormente su estatus se encontraba como apto y actualmente esta toda su documentación cargada y vigente.","Problema:
El colaborador se muestra con estatus “No apto” en la plataforma para actividades no peligrosas, a pesar de contar con su documentación completa y vigente.

Causa:
El estatus se debe a que el colaborador no cumple con el criterio de edad establecido en el estándar KOF, el cual indica que para ser considerado apto debe ser mayor de 24 años. Actualmente, el colaborador tiene 23 años, por lo que el sistema asigna automáticamente el estatus de no apto.

Solución:
El caso será validado con el equipo de QSE, ya que se trata de actividades no peligrosas. Una vez que QSE confirme la viabilidad, se informará si procede algún ajuste o validación adicional en la plataforma.","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Listado de Personal","Técnico de Seguridad","Altas/Bajas de personal","No se asignó a 2 personas para la actividad y cambiaron la plantilla el 10 de ene26","Problema: El Técnico de Seguridad no puede validar al equipo completo porque 2 personas recién integradas a la plantilla el 10 de enero no aparecen asignadas a la actividad del proyecto.

Causa: Error de proceso por parte del contratista. Aunque los trabajadores fueron dados de alta exitosamente en la plataforma, no se realizó el segundo paso obligatorio: vincularlos específicamente a la OC 8331141063.

Diagnóstico: Los colaboradores están en el sistema (nube general), pero no han sido ""llamados"" al proyecto actual.

Solución:

Acción para el Contratista: Debe ingresar al módulo del proyecto, ir a la sección ""Asignación de Personal"" (o Asociación) y seleccionar a los dos colaboradores faltantes de su lista general para que aparezcan en la vista del Técnico.","Capacitación","Incidencias de Usuario"
"","Análisis IPERC / AST","Contratista","Modificar/editar","No se carga el proyecto, para trabajar en el IPERC","Problema: El contratista no puede visualizar su proyecto en la plataforma, lo que bloquea el inicio de la captura de riesgos en la Matriz IPERC.

Causa: Se identificó un retraso en la sincronización de la base de datos para el RFC MOSV670527A16. Esto generaba un error de visualización donde el proyecto existía en el servidor pero no se ""reflejaba"" en el panel del usuario.

Solución:

Acción de Soporte: Se ejecutó un comando de actualización forzada y sincronización manual para la OC 5501168457.

Estatus: La conexión entre el RFC y el proyecto ha sido restablecida.

Acción Requerida: El usuario debe actualizar su página (F5) o cerrar y volver a abrir su sesión para refrescar la caché del navegador y visualizar el proyecto.","Sistema","Incidencias Técnicas"
"","Permisos de Trabajo","Contratista","Borrar/Eliminar","Se subió un permiso a una OC que no corresponde, se podrá eliminar","Problema: La contratista subió un Permiso de Trabajo a la OC 5501151649 por error, ya que el documento pertenece a un proyecto distinto.

Causa: Error humano durante el proceso de carga de archivos en el expediente digital del proyecto.

Solución:

Acción de Soporte: Se identificó el archivo mediante la evidencia proporcionada y se procedió a su eliminación permanente del repositorio de la OC mencionada.

Estado: El registro ha sido borrado de la base de datos para evitar confusiones al Técnico de Seguridad.

Acción Requerida: La usuaria debe actualizar su página (F5) para confirmar que el documento ya no aparece y, posteriormente, realizar la carga en la OC que corresponda correctamente.","Datos (información incorrecta)","Incidencias de Usuario"
"","Otro","Contratista","Consultas","Buenas tardes a todos.  Estamos llevando a cabo el registro del portal de facturación de xpertal y de acuerdo al manual, no me llegó correo de confirmación de cuenta, busqué en la bandeja de spam y no hay correo adjunto para terminar de registrar la cuenta.  Sin embargo, al querer llenar de nueva cuenta los datos para alta de proveedor ya no me permite, pues me aparece el siguiente mensaje (imagen adjunta) Adicional comparto los datos de: factura-A1274, PR-PR2294054 NO PEDIDO 8331135148","📝 Resumen: Ticket 2234 (UO Puebla Norte)
Problema: El contratista reporta que no recibió el correo de confirmación para activar su cuenta en el portal de facturación Xpertal. Al intentar registrarse de nuevo, el sistema le indica que los datos ya existen, pero no puede avanzar sin la activación.

Causa: Confusión en el canal de soporte. El usuario está intentando resolver un problema de facturación y alta de proveedores a través del soporte de Seguridad Industrial.

Diagnóstico Técnico:

Xpertal es una plataforma externa e independiente a nuestro sistema de Gestión de Contratistas.

Los datos de la OC 8331135148 y la Factura A1274 pertenecen al área administrativa/financiera de KOF.

Solución:

Respuesta al Usuario: Se notificó al contratista que Entersys solo gestiona la plataforma de seguridad para trabajos de alto riesgo y no tiene acceso ni facultades sobre Xpertal.","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Análisis IPERC / AST","Contratista","Borrar/Eliminar","Se actualizó el servicio que realizaremos de solo armado de racks nuevos a desarmado de rack existente + armado de racks nuevos, requerimos de su apoyo en eliminar las actividades enumeradas de la 1 a la 15 previamente colocadas para iniciar con la carga de las nuevas dado que se modifica el orden de númeración al ser mas actividades , adjunto imagen ilustrativa de actividades a eliminar y la que se mantiene","Problema: El contratista solicita la eliminación de las primeras 15 actividades registradas para la OC 5501158458. Debido a un cambio en el alcance (ahora incluye desarmado), necesitan reordenar la secuencia lógica de trabajo desde cero.

Causa: Actualización operativa del proyecto que invalida la numeración y secuencia de las actividades previamente cargadas en la Matriz IPERC.

Solución:

Acción de Soporte: Se eliminaron permanentemente las actividades de la 1 a la 15 en la base de datos, según lo solicitado y validado con la imagen adjunta.

Estado: El espacio en la matriz ha sido liberado para permitir la nueva captura.

Acción Requerida: El usuario debe ingresar a la Matriz IPERC y utilizar el botón ""Agregar Actividad"" para registrar el nuevo flujo (Desarmado + Armado).","Eliminación/Baja",""
"","Análisis IPERC / AST","Contratista","Accesos (visualización/plataforma)","No se visualiza la matriz IPERC apesar de haber cargado el alcance","Problema: El contratista no puede visualizar la Matriz IPERC a pesar de que ya cargó el documento de Alcance. Esto detiene el proceso de validación de seguridad.

Causa: Fallo en la sincronización automática. El sistema no activó el disparador (trigger) que desbloquea el siguiente módulo secuencial tras la carga del archivo inicial.

Solución:

Acción de Soporte: Se forzó una actualización manual en el servidor para ""avisar"" al sistema que el Alcance ya existe y debe liberar la IPERC.

Estado: El vínculo técnico ha sido restaurado.

Acción Requerida: El usuario debe actualizar su página (F5). Al hacerlo, el módulo de la Matriz IPERC aparecerá habilitado para su edición.","Actualización pendiente del Sistema","Incidencias en Procesos/Administrativos"
"","Listado de Personal","Contratista","Revisión de información ingresada/sistema","favor de verificar el por que no se pudo dar de alta en mi listado de personal por favor","Problema: El contratista no puede dar de alta al colaborador con NSS 44190375715, ya que el sistema no refleja el registro o bloquea el proceso.

Causa: El Número de Seguridad Social (NSS) se encontraba activo bajo otra razón social en la plataforma. Por seguridad y para evitar duplicidad de registros, el sistema impide que un mismo trabajador esté vinculado a dos contratistas simultáneamente.

Solución:

Validación: Se verificó que el trabajador ya no tiene relación vigente con la empresa anterior.

Acción de Soporte: Se realizó la liberación técnica del NSS en la base de datos global.

Acción Requerida: El usuario debe actualizar su página (F5) y realizar el proceso de Alta de Trabajador una vez más. El sistema ya no detectará el conflicto y permitirá completar el registro.","Duplicidad de registros","Incidencias en Procesos/Administrativos"
"","Otro","Contratista","Borrar/Eliminar","buen dia, podrían dar de baja la empresa anterior de Juan Carlos Justo Quinto 48109503747, para que se pueda dar de alta en mi empresa.","📝 Resumen: Ticket 2226 (UO Altamira)
Problema: El contratista no puede registrar a dos colaboradores porque el sistema indica que ""ya fueron dados de alta previamente"", aunque no figuran en su listado actual.

Causa: Los trabajadores estaban vinculados a una empresa anterior en la base de datos global. El sistema bloquea el NSS (Número de Seguridad Social) para evitar registros duplicados y asegurar la trazabilidad legal.

Solución:

Validación Técnica: Se verificó la inactividad de la relación laboral anterior mediante el historial de pagos del IMSS.

Acción de Soporte: Se realizó la baja administrativa de los trabajadores en la base de datos principal, liberando sus NSS para un nuevo registro.

Acción Requerida: El usuario debe actualizar su página (F5) y proceder nuevamente con el Alta de Trabajador. El bloqueo de duplicidad ha sido removido.","Duplicidad de registros","Incidencias en Procesos/Administrativos"
"","Listado de Personal","Contratista","Revisión de información ingresada/sistema","buen día, otro trabajador que registré me aparece con el mismo problema de duplicado","📝 Resumen: Ticket 2226 (UO Altamira)
Problema: El contratista no puede registrar a dos colaboradores porque el sistema indica que ""ya fueron dados de alta previamente"", aunque no figuran en su listado actual.

Causa: Los trabajadores estaban vinculados a una empresa anterior en la base de datos global. El sistema bloquea el NSS (Número de Seguridad Social) para evitar registros duplicados y asegurar la trazabilidad legal.

Solución:

Validación Técnica: Se verificó la inactividad de la relación laboral anterior mediante el historial de pagos del IMSS.

Acción de Soporte: Se realizó la baja administrativa de los trabajadores en la base de datos principal, liberando sus NSS para un nuevo registro.

Acción Requerida: El usuario debe actualizar su página (F5) y proceder nuevamente con el Alta de Trabajador. El bloqueo de duplicidad ha sido removido.","Duplicidad de registros","Incidencias en Procesos/Administrativos"
"","Listado de Personal","Contratista","Revisión de información ingresada/sistema","Buen día, al ingresar personal, la plataforma me indica que los dos ya fueron dados de alta previamente, y revisando mi listado de personal no aparecen.","📝 Resumen: Ticket 2226 (UO Altamira)
Problema: El contratista no puede registrar a dos colaboradores porque el sistema indica que ""ya fueron dados de alta previamente"", aunque no figuran en su listado actual.

Causa: Los trabajadores estaban vinculados a una empresa anterior en la base de datos global. El sistema bloquea el NSS (Número de Seguridad Social) para evitar registros duplicados y asegurar la trazabilidad legal.

Solución:

Validación Técnica: Se verificó la inactividad de la relación laboral anterior mediante el historial de pagos del IMSS.

Acción de Soporte: Se realizó la baja administrativa de los trabajadores en la base de datos principal, liberando sus NSS para un nuevo registro.

Acción Requerida: El usuario debe actualizar su página (F5) y proceder nuevamente con el Alta de Trabajador. El bloqueo de duplicidad ha sido removido.","Duplicidad de registros","Incidencias en Procesos/Administrativos"
"","Alta de proyecto","Contratista","Borrar/Eliminar","Solicito apoyo para eliminar UO SAN CRISTOBAL y solo trabajar con PLANTA SAN CRISTOBAL","Problema:
El usuario solicita la baja del proyecto asignado a la UO SAN CRISTOBAL para operar únicamente con PLANTA SAN CRISTOBAL.

Causa:
La Unidad Operativa correcta para la operación es PLANTA SAN CRISTOBAL.

Solución:
Se realizó la eliminación de la UO SAN CRISTOBAL, quedando habilitada únicamente PLANTA SAN CRISTOBAL para la gestión correspondiente a la OC 5501164285.","Eliminación/Baja",""
"","Permisos de Trabajo","Contratista","Borrar/Eliminar","Se cargo dos veces el mismo permiso de trabajo, me podrían apoyar eliminando uno?","Problema:
Se detectó la carga duplicada del mismo permiso de trabajo en la plataforma.

Causa:
El permiso de trabajo fue registrado más de una vez durante el proceso de carga.

Solución:
Se realizó la eliminación de uno de los registros duplicados, conservando el permiso correcto asociado a la OC 5501129265.","Eliminación/Baja",""
"","Alta de proyecto","Contratista","Borrar/Eliminar","Me equivoque de unidad, di de alta el proyecto en UO Los Reyes y el pedido es para UO Reyes","Problema: El contratista registró por error la OC 8331141117 en la unidad operativa ""UO Los Reyes"", cuando el servicio debe ejecutarse y validarse en ""UO Reyes"".

Causa: Error de selección en el catálogo de centros de trabajo durante el alta del proyecto.

Solución:

Acción de Soporte: Se realizó la migración técnica del proyecto entre bases de datos para reubicarlo en la unidad operativa correcta.

Impacto: La información cargada (documentos y personal) se mantiene intacta, pero ahora es visible para el equipo de seguridad de UO Reyes.

Acción Requerida: El usuario debe actualizar su página (F5) para visualizar el cambio de adscripción del proyecto.","Datos (información incorrecta)","Incidencias de Usuario"
"","Listado de Personal","Contratista","Modificar/editar","El número social del colaborador es erróneo.","Problema: El contratista reportó que el Número de Seguridad Social (NSS) de un colaborador fue capturado con un error tipográfico, lo que impedía la validación correcta de sus derechos de seguridad social.

Causa: Error de dedo durante el proceso de registro inicial del personal.

Solución:

Acción de Soporte: Se realizó una intervención directa en la base de datos para modificar el registro.

Ajuste de Datos:

NSS Anterior: 18230566418 (Erróneo)

NSS Nuevo: 65129304336 (Correcto)

Acción Requerida: El usuario debe actualizar su sesión (F5) para visualizar el cambio reflejado en su listado de personal y confirmar que ya puede proceder con los trámites de seguridad restantes.","Datos (información incorrecta)","Incidencias de Usuario"
"","Alta de proyecto","Contratista","Revisión de información ingresada/sistema","SASSO de unidad no puede visualizar la información que ya tenemos registrada en la plataforma, por lo tanto no pueden autorizar nuestro ingreso","Problema: El contratista reporta que el Técnico de Seguridad (SASSO) no visualiza la información cargada, lo que está bloqueando el acceso físico a la planta.

Causa: Tras la auditoría técnica, se confirmó que la información de la OC 8331141117 está correctamente guardada y el proyecto tiene estatus ""En Progreso"". El bloqueo visual para el técnico suele deberse a filtros de búsqueda desactualizados o falta de refresco en su bandeja de entrada de aprobaciones.

Solución:

Validación de Datos: Se verificó que el flujo está detenido específicamente en la Aprobación de Trabajadores y revisión de Alcance/POE.

Acción de Soporte: Se realizó un escalamiento directo notificando al Técnico de Seguridad asignado que la documentación ya es visible y está lista para ser dictaminada.

Estado: En espera de que el área de Seguridad proceda con la validación de los documentos.","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Listado de Personal","Contratista","Accesos (visualización/plataforma)","Solicitamos amablemente su apoyo para la visualizacion en el apartado de listado de personal del colaborador Ariel Rincon Huerta con nss 14816314489.","📝 Resumen: Ticket 2222 (UO Tapachula)
Problema: El contratista no puede visualizar al colaborador Ariel Rincón Huerta (NSS 14816314489) en su listado de personal para la OC 5501152169.

Causa: Tras revisar los logs del sistema, se identificó que el trabajador fue dado de baja el día de ayer, lo que provocó que desapareciera automáticamente de la vista de personal activo.

Solución:

Acción de Soporte: Hemos restaurado manualmente los registros en la base de datos de personal vigente para revertir la baja.

Resultado: El colaborador ha sido reactivado y vinculado nuevamente a la empresa GCO091029BF0.

Acción Requerida: El usuario debe actualizar su página (F5) para que el sistema refresque el listado y el trabajador aparezca como disponible.","Eliminación/Baja",""
"","Listado de Personal","Contratista","Altas/Bajas de personal","EN EL LISTADO DE COLABORADORES NOS MARCA A ALFONSO VALENCIA RIVERA CON NSS 14048544085 COMO RECHAZADO POR QUE NO PASO EL CURSO, PERO VOLVERA A PRESENTAR EXAMEN","Problema: El colaborador Alfonso Valencia Rivera (NSS 14048544085) figura como ""Rechazado"" en la plataforma debido a que no acreditó el curso de seguridad inicial. El contratista informa que el trabajador realizará un segundo intento.

Causa: Estatus de capacitación marcado como ""No Aprobado"" en el sistema, lo que bloquea automáticamente su acceso y asignación a proyectos.

Solución (Flujo de Reactivación):

Carga de Evidencia: Una vez que el trabajador apruebe, se debe subir la nueva constancia (DC3 o diploma) al perfil del colaborador.

Sustitución: El nuevo documento debe reemplazar al registro rechazado.

Validación: Es necesario notificar al Técnico de Seguridad para que realice la nueva revisión manual.

Apoyo Entersys: Si el técnico no actualiza el estatus tras la carga del nuevo examen, Soporte intervendrá para gestionar la liberación del perfil.","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Listado de Personal","Contratista","Accesos (visualización/plataforma)","DI DE ALTA AL COLABORADOR CON NSS 09167678615 SIN EMBARGO EN EL LISTADO DE PERSONAL NO APARECE EL COLABORADOR","Problema: El contratista no visualiza al colaborador con NSS 09167678615 en su Listado de Personal, a pesar de reportar haber realizado el alta.

Diagnóstico: No existe registro del trabajador en la base de datos para la empresa MIC130910TB9. Se sospecha de una falla en el envío de datos debido a interrupciones en la conexión durante el proceso de carga.

Solución (Acciones sugeridas):

Validación: Si el usuario tiene el correo de confirmación de registro, debe enviarlo como evidencia.

Reintento Seguro: Realizar el alta nuevamente asegurándose de poner su propio correo en copia (CC) al final del formulario para garantizar la recepción del acuse.","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Alta de proyecto","Técnico de Seguridad","Borrar/Eliminar","El trabajo no se llevó a cabo.","📝 Resumen: Ticket 2219 (UO Comitán)
Problema: El Técnico de Seguridad reporta que un trabajo no se llevó a cabo y requiere que el proyecto sea eliminado o dado de baja del sistema.

Causa: Cancelación de actividades programadas para la OC 121.

Solución (Procedimiento de Baja):

Se informó al usuario que la baja debe ser gestionada directamente desde su Informe de Control de Proyectos para mantener la trazabilidad.

Pasos a seguir:

Seleccionar el proyecto en el informe.

Cambiar el estatus a ""Solicitud de Baja"".

Flujo: Tras esta acción, el Ejecutivo de Seguridad recibirá una notificación automática para validar y finalizar la eliminación del listado activo.

Material de Apoyo: Se proporcionó un Video Tutorial con el paso a paso detallado.","Eliminación/Baja",""
"","Listado de Personal","Contratista","Altas/Bajas de personal","Contratamos al trabajor con nss 92937753637 y me dice que ya esta en la base de datos, solicito se asocie a la empresa gl covering ya que esta laborando actualmente con gl covering.","Problema: El contratista no puede dar de alta al trabajador con NSS 92937753637 porque el sistema lo detecta como ya registrado en otra empresa.

Causa: El colaborador tenía un registro activo con una empresa anterior. Se detectó que su documentación de seguridad social (IMSS) no estaba actualizada, manteniendo el vínculo previo en la base de datos.

Solución:

Acción de Soporte: Se eliminó manualmente la vinculación anterior para liberar el número de seguridad social (NSS) en la plataforma.

Resultado: El trabajador ahora se encuentra ""disponible"" para ser registrado por una nueva razón social.","Duplicidad de registros","Incidencias en Procesos/Administrativos"
"","Otro","Técnico de Seguridad","Borrar/Eliminar","Buen dia, actualmente la plataforma me da la opcion de solicitar la baja de un proyecto, pero al hace el proceso este me sigue saliendo, quisiera saber como es el proceso que debo seguir para finalizar y/o dar de baja un proyecto","Problema: El Técnico de Seguridad intenta dar de baja un proyecto, pero este sigue apareciendo en su panel de control.

Causa: El proceso de baja no es instantáneo. Requiere una validación jerárquica; tras la solicitud del Técnico, el Ejecutivo de Seguridad debe aprobar la acción para que el proyecto se mueva al archivo histórico y desaparezca de la vista activa.

Solución (Flujo Correcto):

Seleccionar el proyecto en el Informe de Control.

Cambiar el estatus en el campo ""Validación del Proyecto"" a ""Solicitud de Baja"".

Esperar Validación: El proyecto permanecerá visible hasta que el Ejecutivo confirme la baja.

Estatus: Se proporcionó un video tutorial y se aclaró la dependencia de la aprobación del Ejecutivo.","Eliminación/Baja",""
"","Análisis IPERC / AST","Técnico de Seguridad","Borrar/Eliminar","Se encuentran AST cargados y aprobados en la plataforma, pero el proyecto aún no se comienza a ejecutar y no hay motivo para que existan AST cargados","Problema: El Técnico de Seguridad detectó que existen Análisis de Seguridad en el Trabajo (AST) cargados y con estatus de ""Aprobado"", a pesar de que el proyecto físico aún no ha iniciado.

Causa: El flujo del sistema permite la carga anticipada de documentos (Alcance, POE, IPERC, AST) para la planeación del proyecto. En este caso, el contratista cargó la información y el sistema registró la aprobación antes del arranque de obra.

Solución:

Control del Técnico: Se aclaró que el Técnico de Seguridad tiene la facultad de revertir el estatus.

Acción Sugerida: Ingresar al detalle de la OC 5501142729 y cambiar manualmente el estatus de los documentos a ""Pendiente"" o ""Rechazado"" si considera que no deben estar validados antes del inicio real de actividades.","Consulta informativa","Incidencias en Procesos/Administrativos"
"","Plan de rescate","Contratista","Borrar/Eliminar","Eliminar los planes de rescate subidos el pasado 26/12/2025 con los nombres: ""PLANES DE RESCATE TECUMBRES"" ""PLANES DE RESCATE QUIMICOS"" ""PLANES DE RESCATEPLATAFORMAS"" ""PLANES DE RESCATE IZAJE"" y ""PLANES DE RESCATE CALOR""","Problema: El contratista solicita la eliminación de cinco archivos de Planes de Rescate cargados el 26/12/2025 que resultaron ser incorrectos o requieren actualización.

Archivos Eliminados:

PLANES DE RESCATE TECHUMBRES

PLANES DE RESCATE QUÍMICOS

PLANES DE RESCATE PLATAFORMAS

PLANES DE RESCATE IZAJE

PLANES DE RESCATE CALOR

Causa: Depuración necesaria para cargar versiones actualizadas de los protocolos de seguridad de la OC 5501142729.

Solución:

Acción de Soporte: Se eliminaron permanentemente los cinco registros de la base de datos.

Estado: Los apartados de carga han sido liberados.

Acción Requerida: El usuario debe actualizar su página (F5) para confirmar la remoción y proceder con la carga de la documentación correcta.","Eliminación/Baja",""
"","Plan de rescate","Contratista","Borrar/Eliminar","Solicitamos amablemente su apoyo para eliminar el plan de rescate (rechazado) asociado la unidad operativa de Tapachula con numero de orden de compra 5501152169.","Problema: El contratista solicita borrar un Plan de Rescate rechazado para la OC 5501152169, ya que el archivo bloquea la carga de la nueva versión corregida.

Causa: El sistema mantiene el registro del documento rechazado, impidiendo que el usuario lo sobrescriba de forma autónoma.

Solución:

Acción de Soporte: Se realizó la eliminación permanente del archivo rechazado de la base de datos de la Unidad Operativa Tapachula.

Estado: El espacio de carga ha sido liberado y habilitado nuevamente.

Acción Requerida: La usuaria debe actualizar su página (F5) para visualizar el campo vacío y proceder con la carga del nuevo documento.","Datos (información incorrecta)","Incidencias de Usuario"
"","Listado de Personal","Técnico de Seguridad","Accesos (visualización/plataforma)","Se cargo al trabajador Carlos Esteban Juarez con NSS 61118303108 y no aparece en el listado del personal cargado","Problema:
El colaborador no aparecía en el listado de personal del proyecto, aun cuando ya había sido cargado en la plataforma.

Causa:
El colaborador se encontraba previamente asociado a otra empresa contratista, lo que impedía su visualización y asociación correcta.

Solución:
Se realizó la desasociación del colaborador de la empresa anterior para permitir su correcta asociación al proyecto y a la empresa correspondiente. Para visualizar los cambios, es necesario actualizar el módulo.","Otros","Otros"
"","Análisis IPERC / AST","Contratista","Accesos (visualización/plataforma)","No se visualiza la matriz iperc para las unidades que adjunto","Problema: El contratista no puede visualizar la Matriz IPERC para diversas unidades operativas, lo que impide avanzar con la validación de riesgos.

Causa: Se detectó un retraso en la sincronización de la base de datos entre el registro de proyectos y el módulo de visualización de matrices para el RFC de la empresa.

Solución:

Acción de Soporte: Se forzó una actualización manual en el servidor para sincronizar los datos y vincular las matrices con los proyectos activos.

Instrucción: El usuario debe actualizar su página (F5) para refrescar los datos en su panel.

Estatus: Corregido. El contratista debe validar que todas las unidades asociadas a la OC 220 ya sean visibles.","Actualización pendiente del Sistema","Incidencias en Procesos/Administrativos"
"","Otro","Técnico de Seguridad","Revisión de información ingresada/sistema","En informe de permisos de la UO no me aparece ningún permiso para poder validar. Tengo varios permisos que no han sido liberados.","Problema: El Técnico de Seguridad no puede visualizar ningún permiso en su informe, lo que impide la liberación de trabajos pendientes.

Causa: Desconfiguración técnica en el panel de control del sistema que ocultaba los registros activos en la vista de la Unidad Operativa (UO).

Solución:

Acción de Soporte: Se reconfiguró manualmente el informe y se forzó una actualización en el servidor para restablecer la visibilidad de los datos.

Recomendación: El usuario debe actualizar la página (F5) o reiniciar su sesión. Se sugiere el uso de filtros por OC o RFC para una búsqueda más eficiente.

Estatus: Resuelto. Se requiere confirmación de visualización por parte del Técnico.","Configuración","Incidencias Técnicas"
"","Documentación General","Contratista","Accesos (visualización/plataforma)","El usuario SASSO no logra visualizar la informacion previamente cargada en el sistema, ademas yo como contratista no tengo acceso al panel de contratistas para visualizar el estatus de la documentacion","Problema:

El contratista no puede entrar al panel de gestión.

El Técnico (SASSO) no visualiza ninguna información del proyecto OC 5501167295.

Causa:

Falta de Perfil: El usuario no tenía una cuenta activa en el sistema.

Error de Flujo: No hay datos registrados en la base de datos. Es probable que se intentara registrar el proyecto antes que a la empresa, lo que provoca que el sistema descarte la información por falta de jerarquía (1° Empresa -> 2° Proyecto).

Solución:

Acción de Soporte: Se enviaron las credenciales de activación al correo admon.simib@gmail.com.

Acceso Directo: Se proporcionó el link al Panel de Gestión de Contratistas KOF.","Permisos/accesos","Incidencias Técnicas"
